combination_id,n_ingredients,n_active_slots,slot_main_protein,slot_egg,slot_calcium,slot_mineral_shellfish,slot_organ_liver,slot_organ_secreting,slot_vegetable,slot_omega3_lc,slot_omega6_la,slot_carbohydrate,slot_iodine,slot_shellfish_protein,diversity_score,risk_score,completeness_score,active_slots
combo_0046,9,9,Salmon Atlantic,Egg,Eggshell Powder,Oyster Pacific,Chicken Liver,Beef Kidneys,Collards,,Oil Sunflower,,,Shrimp,0.0,1.0,0.6,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega6_la, shellfish_protein"
combo_0048,9,9,Salmon Atlantic,Egg,Eggshell Powder,Oyster Pacific,Chicken Liver,Beef Kidneys,Carrots Baby,,Oil Sunflower,Rice Brown Long-Grain,,,0.0,1.0,0.6,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega6_la, carbohydrate"
combo_0050,9,9,Salmon Atlantic,Egg,Eggshell Powder,Oyster Pacific,Chicken Liver,Beef Kidneys,Carrots Baby,,Oil Sunflower,,,Shrimp,0.0,1.0,0.6,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega6_la, shellfish_protein"
combo_0052,10,9,Salmon Atlantic,Egg,Eggshell Powder,Oyster Pacific,Chicken Liver,Beef Kidneys,"Blueberries, Collards",,Oil Sunflower,Rice Brown Long-Grain,,,0.0,1.0,0.6,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega6_la, carbohydrate"
combo_0053,10,9,Salmon Atlantic,Egg,Eggshell Powder,Oyster Pacific,Chicken Liver,Beef Kidneys,"Blueberries, Collards",,Oil Sunflower,,,Shrimp,0.0,1.0,0.6,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega6_la, shellfish_protein"
combo_0055,10,9,Salmon Atlantic,Egg,Eggshell Powder,Oyster Pacific,Chicken Liver,Beef Kidneys,"Blueberries, Carrots Baby",,Oil Sunflower,Rice Brown Long-Grain,,,0.0,1.0,0.6,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega6_la, carbohydrate"
combo_0056,10,9,Salmon Atlantic,Egg,Eggshell Powder,Oyster Pacific,Chicken Liver,Beef Kidneys,"Blueberries, Carrots Baby",,Oil Sunflower,,,Shrimp,0.0,1.0,0.6,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega6_la, shellfish_protein"
combo_0058,10,9,Salmon Atlantic,Egg,Eggshell Powder,Oyster Pacific,Chicken Liver,Beef Kidneys,"Collards, Carrots Baby",,Oil Sunflower,Rice Brown Long-Grain,,,0.0,1.0,0.6,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega6_la, carbohydrate"
combo_0059,10,9,Salmon Atlantic,Egg,Eggshell Powder,Oyster Pacific,Chicken Liver,Beef Kidneys,"Collards, Carrots Baby",,Oil Sunflower,,,Shrimp,0.0,1.0,0.6,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega6_la, shellfish_protein"
combo_0060,9,9,Pork 84% Lean / 16% Fat Crumbles,Egg,Eggshell Powder,Oyster Pacific,Beef Liver,Beef Kidneys,Blueberries,Cod Liver,,,Table Iodized,,0.0,1.0,0.6,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega3_lc, iodine"
combo_0064,9,9,Pork 84% Lean / 16% Fat Crumbles,Egg,Eggshell Powder,Oyster Pacific,Beef Liver,Beef Kidneys,Collards,Cod Liver,,,Table Iodized,,0.0,1.0,0.6,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega3_lc, iodine"
combo_0068,9,9,Pork 84% Lean / 16% Fat Crumbles,Egg,Eggshell Powder,Oyster Pacific,Beef Liver,Beef Kidneys,Carrots Baby,Cod Liver,,,Table Iodized,,0.0,1.0,0.6,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega3_lc, iodine"
combo_0072,10,9,Pork 84% Lean / 16% Fat Crumbles,Egg,Eggshell Powder,Oyster Pacific,Beef Liver,Beef Kidneys,"Blueberries, Collards",Cod Liver,,,Table Iodized,,0.0,1.0,0.6,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega3_lc, iodine"
combo_0075,10,9,Pork 84% Lean / 16% Fat Crumbles,Egg,Eggshell Powder,Oyster Pacific,Beef Liver,Beef Kidneys,"Blueberries, Carrots Baby",Cod Liver,,,Table Iodized,,0.0,1.0,0.6,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega3_lc, iodine"
combo_0078,10,9,Pork 84% Lean / 16% Fat Crumbles,Egg,Eggshell Powder,Oyster Pacific,Beef Liver,Beef Kidneys,"Collards, Carrots Baby",Cod Liver,,,Table Iodized,,0.0,1.0,0.6,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega3_lc, iodine"
combo_0081,9,9,Pork 84% Lean / 16% Fat Crumbles,Egg,Eggshell Powder,Oyster Pacific,Chicken Liver,Beef Kidneys,Blueberries,Cod Liver,,,Table Iodized,,0.0,1.0,0.6,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega3_lc, iodine"
combo_0085,9,9,Pork 84% Lean / 16% Fat Crumbles,Egg,Eggshell Powder,Oyster Pacific,Chicken Liver,Beef Kidneys,Collards,Cod Liver,,,Table Iodized,,0.0,1.0,0.6,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega3_lc, iodine"
combo_0089,9,9,Pork 84% Lean / 16% Fat Crumbles,Egg,Eggshell Powder,Oyster Pacific,Chicken Liver,Beef Kidneys,Carrots Baby,Cod Liver,,,Table Iodized,,0.0,1.0,0.6,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega3_lc, iodine"
combo_0093,10,9,Pork 84% Lean / 16% Fat Crumbles,Egg,Eggshell Powder,Oyster Pacific,Chicken Liver,Beef Kidneys,"Blueberries, Collards",Cod Liver,,,Table Iodized,,0.0,1.0,0.6,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega3_lc, iodine"
combo_0096,10,9,Pork 84% Lean / 16% Fat Crumbles,Egg,Eggshell Powder,Oyster Pacific,Chicken Liver,Beef Kidneys,"Blueberries, Carrots Baby",Cod Liver,,,Table Iodized,,0.0,1.0,0.6,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega3_lc, iodine"
combo_0099,10,9,Pork 84% Lean / 16% Fat Crumbles,Egg,Eggshell Powder,Oyster Pacific,Chicken Liver,Beef Kidneys,"Collards, Carrots Baby",Cod Liver,,,Table Iodized,,0.0,1.0,0.6,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega3_lc, iodine"
combo_0018,8,8,Salmon Atlantic,Egg,Eggshell Powder,Oyster Pacific,Beef Liver,Beef Kidneys,Blueberries,,Oil Sunflower,,,,0.0,1.0,0.533,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega6_la"
combo_0022,8,8,Salmon Atlantic,Egg,Eggshell Powder,Oyster Pacific,Beef Liver,Beef Kidneys,Collards,,Oil Sunflower,,,,0.0,1.0,0.533,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega6_la"
combo_0026,8,8,Salmon Atlantic,Egg,Eggshell Powder,Oyster Pacific,Beef Liver,Beef Kidneys,Carrots Baby,,Oil Sunflower,,,,0.0,1.0,0.533,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega6_la"
combo_0030,9,8,Salmon Atlantic,Egg,Eggshell Powder,Oyster Pacific,Beef Liver,Beef Kidneys,"Blueberries, Collards",,Oil Sunflower,,,,0.0,1.0,0.533,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega6_la"
combo_0033,9,8,Salmon Atlantic,Egg,Eggshell Powder,Oyster Pacific,Beef Liver,Beef Kidneys,"Blueberries, Carrots Baby",,Oil Sunflower,,,,0.0,1.0,0.533,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega6_la"
combo_0036,9,8,Salmon Atlantic,Egg,Eggshell Powder,Oyster Pacific,Beef Liver,Beef Kidneys,"Collards, Carrots Baby",,Oil Sunflower,,,,0.0,1.0,0.533,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega6_la"
combo_0039,8,8,Salmon Atlantic,Egg,Eggshell Powder,Oyster Pacific,Chicken Liver,Beef Kidneys,Blueberries,,Oil Sunflower,,,,0.0,1.0,0.533,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega6_la"
combo_0043,8,8,Salmon Atlantic,Egg,Eggshell Powder,Oyster Pacific,Chicken Liver,Beef Kidneys,Collards,,Oil Sunflower,,,,0.0,1.0,0.533,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega6_la"
combo_0047,8,8,Salmon Atlantic,Egg,Eggshell Powder,Oyster Pacific,Chicken Liver,Beef Kidneys,Carrots Baby,,Oil Sunflower,,,,0.0,1.0,0.533,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega6_la"
combo_0051,9,8,Salmon Atlantic,Egg,Eggshell Powder,Oyster Pacific,Chicken Liver,Beef Kidneys,"Blueberries, Collards",,Oil Sunflower,,,,0.0,1.0,0.533,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega6_la"
combo_0054,9,8,Salmon Atlantic,Egg,Eggshell Powder,Oyster Pacific,Chicken Liver,Beef Kidneys,"Blueberries, Carrots Baby",,Oil Sunflower,,,,0.0,1.0,0.533,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega6_la"
combo_0057,9,8,Salmon Atlantic,Egg,Eggshell Powder,Oyster Pacific,Chicken Liver,Beef Kidneys,"Collards, Carrots Baby",,Oil Sunflower,,,,0.0,1.0,0.533,"main_protein, egg, calcium, mineral_shellfish, organ_liver, organ_secreting, vegetable, omega6_la"
